CochleariaID	AthalianaID	orthologyEvidence	Athaliana_description
g23738.t1	AT4G25740.1	no orthogroup RBH	Note=RNA binding Plectin/S10 domain-containing protein: conf_class=2: computational_description=RNA binding Plectin/S10 domain-containing protein: conf_rating=****: symbol=eS10z: curator_summary=None: conf_class=6: conf_rating=**: 
g23739.t2	AT4G25700.1	no orthogroup BLAST	Note=beta-hydroxylase 1: curator_summary=Converts beta-carotene to zeaxanthin via cryptoxanthin.: symbol=BETA-OHASE 1: full_name=beta-hydroxylase 1: computational_description=beta-hydroxylase 1: conf_class=2: conf_rating=****: 
g23740.t1	AT4G25660.1	within orthogroup BLAST	Note=PPPDE putative thiol peptidase family protein: conf_class=2: computational_description=PPPDE putative thiol peptidase family protein: conf_rating=****: symbol=None: curator_summary=None: 
g23741.t1	AT4G25650.2	1-2-1 orthogroup	Note=ACD1-like: curator_summary=Similar to ACD1. Leaves of antisense ACD1-like plants turn yellow in darkness like wild-type whereas antisense ACD1 plants remain dark after five days of dark treatment.: symbol=ACD1-LIKE: full_name=ACD1-like: computational_description=ACD1-like protein: conf_class=2: conf_rating=****: 
g23742.t1	AT5G52530.3	1-2-1 orthogroup	Note=dentin sialophosphoprotein-related: conf_class=2: computational_description=dentin sialophosphoprotein-like protein: conf_rating=****: symbol=None: curator_summary=None: 
g23743.t1	AT4G23160.2	no orthogroup BLAST	full_name=cysteine-rich RLK (RECEPTOR-like protein kinase) 8: Note=None: curator_summary=Encodes a cysteine-rich receptor-like protein kinase.: conf_class=6: symbol=None: computational_description=cysteine-rich RECEPTOR-like kinase: conf_rating=**: 
g23744.t1	ATMG00300.1	no orthogroup BLAST	
g23745.t1	ATMG00300.1	no orthogroup BLAST	
g23746.t1	AT5G56650.1	no orthogroup BLAST	Note=IAA-leucine resistant (ILR)-like 1: curator_summary=encodes a protein similar to IAA conjugate hydrolases. Enzyme assays with purified GST-tagged protein shows some activity in vitro but too low to be physiologically significant.: symbol=ILL1: full_name=IAA-leucine resistant (ILR)-like 1: computational_description=IAA-leucine resistant (ILR)-like 1: conf_class=1: conf_rating=*****: 
g23747.t1	AT4G25640.2	1-2-1 orthogroup	Note=detoxifying efflux carrier 35: curator_summary=Encodes a multidrug and toxin efflux family transporter. Involved in flavonoid metabolism, affecting Root growth, seed development and germination, and pollen development, release and viability.: symbol=DTX35: full_name=detoxifying efflux carrier 35: computational_description=detoxifying efflux carrier 35: conf_class=2: conf_rating=****: conf_class=6: conf_rating=**: 
g23748.t1	AT4G25630.1	within orthogroup RBH	Note=fibrillarin 2: curator_summary=encodes a fibrillarin, a key nucleolar protein in eukaryotes which associates with box C/D small nucleolar RNAs (snoRNAs) directing 2'-O-ribose methylation of the rRNA. This gene also encodes a novel box C/D snoRNA, U60.2f in its fifth intron that accumulates in seedlings and that their targeted residue on the 25 S rRNA is methylated. The mRNA is cell-to-cell mobile.: symbol=FIB2: full_name=fibrillarin 2: computational_description=fibrillarin 2: conf_class=2: conf_rating=****: 
g23749.t1	AT2G34260.1	1-2-1 orthogroup	Note=transducin family protein / WD-40 repeat family protein: curator_summary=Encodes a WDxR motif-containing protein that is required for gametogenesis, seed and endosperm development.: symbol=WDR55: full_name=human WDR55 (WD40 repeat) homolog: computational_description=transducin family protein / WD-40 repeat family protein: conf_class=2: conf_rating=****: 
g23750.t1	AT4G25620.1	no orthogroup BLAST	Note=hydroxyproline-rich glycoprotein family protein: conf_class=2: computational_description=hydroxyproline-rich glycoprotein family protein: conf_rating=****: symbol=None: curator_summary=None: 
g23751.t1	AT4G25580.1	1-2-1 orthogroup	Note=CAP160 protein: conf_class=2: computational_description=CAP160 protein: conf_rating=****: symbol=None: curator_summary=None: 
g23752.t1	AT4G25570.2	no orthogroup BLAST	Note=None: curator_summary=Encodes cytochrome b561.: conf_class=2: symbol=None: computational_description=Cytochrome b561/ferric reductase transmembrane protein family: conf_rating=****: 
g23753.t1	ATMG00810.1	no orthogroup BLAST	
g23754.t1	AT4G23160.2	no orthogroup BLAST	full_name=cysteine-rich RLK (RECEPTOR-like protein kinase) 8: Note=None: curator_summary=Encodes a cysteine-rich receptor-like protein kinase.: conf_class=6: symbol=None: computational_description=cysteine-rich RECEPTOR-like kinase: conf_rating=**: 
g23755.t1	AT5G48050.1	no orthogroup BLAST	Note=None: conf_class=9: computational_description=Copia-like polyprotein/retrotransposon: conf_rating=*: symbol=None: curator_summary=None: 
g23756.t1	AT4G00980.1	no orthogroup BLAST	Note=zinc knuckle (CCHC-type) family protein: conf_class=1: computational_description=zinc knuckle (CCHC-type) family protein: conf_rating=*****: symbol=None: curator_summary=None: 
g23757.t1	AT4G25570.2	1-2-1 orthogroup	Note=None: curator_summary=Encodes cytochrome b561.: conf_class=2: symbol=None: computational_description=Cytochrome b561/ferric reductase transmembrane protein family: conf_rating=****: 
g23758.t1	AT4G25560.1	1-2-1 orthogroup	Note=myb domain protein 18: curator_summary=LAF1 is a R2R3-MYB transcription factor and positive regulator of the phyA photoresponse. Interaction of LAF1 with HFR1 stabilize the proteins against ubiquitination by COP1(AT2G32950) and subsequent degrations. Mutants have an elongated hypocotyl specifically under far-red light but retain wild-type responses to other light wavelengths.: symbol=LAF1: full_name=LONG AFTER FAR-RED LIGHT 1: computational_description=myb domain protein 18: conf_class=2: conf_rating=****: 
g23759.t1	AT4G25550.1	1-2-1 orthogroup	Note=Cleavage/polyadenylation specificity factor, 25kDa subunit: computational_description=Cleavage/polyadenylation specificity factor, 25kDa subunit: conf_class=1: conf_rating=*****: symbol=IRP9: curator_summary=None: 
g23760.t1	AT5G52200.1	1-2-1 orthogroup	Note=phosphoprotein phosphatase inhibitors: curator_summary=Encodes an inhibitor of protein phosphatase one (PP1).: symbol=I-2: full_name=inhibitor-2: computational_description=phosphoprotein phosphatase inhibitor: conf_class=2: conf_rating=****: conf_class=6: conf_rating=**: 
g23761.t1	AT4G25520.1	within orthogroup RBH	Note=SEUSS-like 1: symbol=SLK1: full_name=SEUSS-like 1: computational_description=SEUSS-like 1: conf_class=2: conf_rating=****: curator_summary=None: 
g23762.t1	AT4G25500.4	no orthogroup RBH	Note=arginine/serine-rich splicing factor 35: curator_summary=Encodes an arginine/serine-rich splicing factor. The transcript is alternatively spliced and is differentially expressed in different tissues (flowers, roots, stems, and leaves) examined. Barta et al (2010) have proposed a nomenclature for Serine/Arginine-Rich Protein Splicing Factors (SR proteins): Plant Cell. 2010, 22:2926. RS40 binds to HYL1 and co-localizes to the nuclear dicing body. Along with RS41, it appears to be involved in pri-miRNA processing and miRNA biogenesis (DOI:10.1093/nar/gkv751).: symbol=RS40: full_name=arginine/serine-rich splicing factor 40: computational_description=arginine/serine-rich splicing factor 35: conf_class=2: conf_rating=****: conf_class=4: conf_rating=***: 
g23763.t1	AT4G25433.1	1-2-1 orthogroup	Note=peptidoglycan-binding LysM domain-containing protein: conf_class=4: computational_description=peptidoglycan-binding LysM domain-containing protein: conf_rating=***: symbol=None: curator_summary=None: 
g23764.t1	AT4G25410.1	within orthogroup RBH	Note=basic helix-loop-helix (bHLH) DNA-binding superfamily protein: conf_class=1: computational_description=basic helix-loop-helix (bHLH) DNA-binding superfamily protein: conf_rating=*****: symbol=None: curator_summary=None: 
g23765.t1	AT4G25380.1	1-2-1 orthogroup	Note=stress-associated protein 10: symbol=SAP10: full_name=stress-associated protein 10: computational_description=stress-associated protein 10: conf_class=1: conf_rating=*****: curator_summary=None: 
g23766.t1	AT4G25330.1	1-2-1 orthogroup	Note=None: conf_class=1: computational_description=SAWADEE protein: conf_rating=*****: symbol=None: curator_summary=None: 
g23767.t2	AT4G25320.1	1-2-1 orthogroup	Note=AT hook motif DNA-binding family protein: computational_description=AT hook motif DNA-binding family protein: conf_class=2: conf_rating=****: symbol=AHL3: curator_summary=None: 
g23768.t1	AT4G25310.1	no orthogroup BLAST	Note=2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein: conf_class=1: computational_description=2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein: conf_rating=*****: symbol=None: curator_summary=None: 
g23769.t1	AT4G25300.1	no orthogroup BLAST	Note=2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein: conf_class=2: computational_description=2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein: conf_rating=****: symbol=None: curator_summary=None: 
g23770.t1	AT2G09388.1	1-2-1 orthogroup	Note=None: conf_class=10: computational_description=hypothetical protein: symbol=None: curator_summary=None: 
g23771.t1	AT2G09388.1	1-2-1 orthogroup	Note=None: conf_class=10: computational_description=hypothetical protein: symbol=None: curator_summary=None: 
g23772.t1	AT2G09388.1	1-2-1 orthogroup	Note=None: conf_class=10: computational_description=hypothetical protein: symbol=None: curator_summary=None: 
g23773.t1	AT2G15420.1	no orthogroup BLAST	Note=myosin heavy chain-related: conf_class=6: computational_description=myosin heavy chain-like protein: conf_rating=**: symbol=None: curator_summary=None: 
g23774.t1	AT2G09388.1	1-2-1 orthogroup	Note=None: conf_class=10: computational_description=hypothetical protein: symbol=None: curator_summary=None: 
g23775.t1	AT2G09388.1	1-2-1 orthogroup	Note=None: conf_class=10: computational_description=hypothetical protein: symbol=None: curator_summary=None: 
g23776.t1	AT2G15420.1	no orthogroup BLAST	Note=myosin heavy chain-related: conf_class=6: computational_description=myosin heavy chain-like protein: conf_rating=**: symbol=None: curator_summary=None: 
g23777.t1	AT4G25300.1	no orthogroup BLAST	Note=2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein: conf_class=2: computational_description=2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein: conf_rating=****: symbol=None: curator_summary=None: 
g23778.t1	AT4G25290.1	1-2-1 orthogroup	Note=DNA photolyases: conf_class=3: computational_description=DNA photolyase: conf_rating=****: symbol=None: curator_summary=None: 
g23779.t1	AT4G25280.1	1-2-1 orthogroup	Note=P-loop containing nucleoside triphosphate hydrolases superfamily protein: conf_class=2: computational_description=P-loop containing nucleoside triphosphate hydrolases superfamily protein: conf_rating=****: symbol=None: curator_summary=None: 
g23780.t1	AT4G25270.1	1-2-1 orthogroup	Note=Tetratricopeptide repeat (TPR)-like superfamily protein: curator_summary=Encodes OTP70, a pentatricopeptide repeat protein of the E subgroup involved in splicing of the plastid transcript rpoC1.: symbol=OTP70: full_name=organelle transcript processing 70: computational_description=Tetratricopeptide repeat (TPR)-like superfamily protein: conf_class=1: conf_rating=*****: 
g23781.t1	AT5G55893.1	no orthogroup BLAST	Note=None: conf_class=6: computational_description=hypothetical protein: conf_rating=**: symbol=None: curator_summary=None: 
g23782.t1	AT4G25230.1	within orthogroup BLAST	Note=RPM1 interacting protein 2: curator_summary=RPM1 interacting protein 2, has a CUE domain which is sufficient for the interaction with RPM1.Positive regulator of RPM1 and PRS2 mediated hypersensitive response.Functions as ubiquitin ligase and binds to RPM1.: symbol=RIN2: full_name=RPM1 interacting protein 2: computational_description=RPM1 interacting protein 2: conf_class=1: conf_rating=*****: conf_class=2: conf_rating=****: 
g23783.t1	AT3G44780.1	1-2-1 orthogroup	Note=Cysteine proteinases superfamily protein: conf_class=6: computational_description=Cysteine proteinases superfamily protein: conf_rating=**: symbol=None: curator_summary=None: 
g23784.t1	AT2G20620.1	1-2-1 orthogroup	Note=Protein of unknown function (DUF626): conf_class=3: computational_description=hypothetical protein (DUF626): conf_rating=****: symbol=None: curator_summary=None: 
g23785.t1	AT4G25220.1	within orthogroup RBH	Note=root hair specific 15: curator_summary=Encodes a member of the phosphate starvation-induced glycerol-3-phosphate permease gene family: AT3G47420(G3Pp1), AT4G25220(G3Pp2), AT1G30560(G3Pp3), AT4G17550(G3Pp4) and AT2G13100(G3Pp5).: symbol=G3Pp2: full_name=glycerol-3-phosphate permease 2: computational_description=root hair specific 15: conf_class=2: conf_rating=****: 
g23786.t1	AT4G25200.1	1-2-1 orthogroup	Note=mitochondrion-localized small heat shock protein 23.6: curator_summary=AtHSP23.6-mito mRNA, nuclear gene encoding mitochondrial: symbol=HSP23.6-MITO: full_name=mitochondrion-localized small heat shock protein 23.6: computational_description=mitochondrion-localized small heat shock protein 23.6: conf_class=1: conf_rating=*****: 
g23787.t1	AT4G25190.2	1-2-1 orthogroup	Note=Family of unknown function (DUF566) : symbol=QWRF7: full_name=QWRF domain containing 7: computational_description=QWRF motif protein (DUF566): conf_class=2: conf_rating=****: curator_summary=None: 
g23788.t1	AT4G25170.2	1-2-1 orthogroup	Note=Uncharacterised conserved protein (UCP012943): conf_class=2: computational_description=Uncharacterized conserved protein (UCP012943): conf_rating=****: symbol=None: curator_summary=None: conf_class=6: conf_rating=**: 
g23789.t1	AT4G25160.1	1-2-1 orthogroup	Note=U-box domain-containing protein kinase family protein: curator_summary=Encodes a U-box domain-containing E3 ubiquitin ligase with central Ser/Thr protein kinase domain whose expression is responsive to both phosphate (Pi) and phosphite (Phi) in both roots and shoots.: computational_description=U-box domain-containing protein kinase family protein: conf_class=4: conf_rating=***: symbol=PUB35: 
g23790.t1	AT4G25140.1	no orthogroup BLAST	Note=oleosin 1: curator_summary=Encodes oleosin1, a protein found in oil bodies, involved in seed lipid accumulation. Suppression of OLEO1 (and OLEO2) resulted in an aberrant phenotype of embryo cells that contain unusually large oilbodies that are not normally observed in seeds. Changes in the size of oilbodies caused disruption of storage organelles, altering accumulation of lipids and proteins and causing delay in germination.  Functions in freezing tolerance of seeds.: symbol=OLEO1: full_name=oleosin 1: computational_description=oleosin 1: conf_class=2: conf_rating=****: 
g23791.t1	AT4G25130.1	1-2-1 orthogroup	Note=peptide met sulfoxide reductase 4: curator_summary=Encodes a chloroplast-localized methionine sulfoxide reductase that is a member of the MSRA family. Involved in protection of chloroplasts from oxidative stress.: symbol=PMSR4: full_name=peptide met sulfoxide reductase 4: computational_description=peptide met sulfoxide reductase 4: conf_class=2: conf_rating=****: 
g23792.t1	AT4G25120.1	1-2-1 orthogroup	Note=P-loop containing nucleoside triphosphate hydrolases superfamily protein: curator_summary=Encodes a homolog of the yeast SRS2 (Suppressor of RAD Six-screen mutant 2) helicase.  The Arabidopsis SRS2 is a functional 3?- to 5?-helicase.  Biochemical studies show that SRS2 disrupts recombinogenic DNA intermediates and facilitates single strand annealing.: symbol=SRS2: full_name=SUPPRESSOR OF RAD SIX-SCREEN MUTANT 2: computational_description=P-loop containing nucleoside triphosphate hydrolases superfamily protein: conf_class=3: conf_rating=****: 
g23793.t1	AT3G54440.3	no orthogroup BLAST	Note=glycoside hydrolase family 2 protein: conf_class=2: computational_description=glycoside hydrolase family 2 protein: conf_rating=****: symbol=None: curator_summary=None: conf_class=3: conf_class=6: conf_rating=**: 
g23794.t1	AT3G05850.1	no orthogroup BLAST	Note=None: curator_summary=Encodes a member of a domesticated transposable element gene family MUSTANG. Members of this family are derived from transposable elements genes but gained function in plant fitness and flower development. Known members include: AT3G04605 (MUG1), AT2G30640 (MUG2), AT1G06740 (MUG3), AT5G16505 (MUG4), AT3G06940 (MUG5), AT5G48965 (MUG6), AT3G05850 (MUG7) and AT5G34853 (MUG8).: symbol=MUG7: full_name=MUSTANG 7: computational_description=MuDR family transposase: 
g23795.t1	AT3G05850.1	no orthogroup BLAST	Note=None: curator_summary=Encodes a member of a domesticated transposable element gene family MUSTANG. Members of this family are derived from transposable elements genes but gained function in plant fitness and flower development. Known members include: AT3G04605 (MUG1), AT2G30640 (MUG2), AT1G06740 (MUG3), AT5G16505 (MUG4), AT3G06940 (MUG5), AT5G48965 (MUG6), AT3G05850 (MUG7) and AT5G34853 (MUG8).: symbol=MUG7: full_name=MUSTANG 7: computational_description=MuDR family transposase: 
g23796.t1	AT4G25110.1	1-2-1 orthogroup	Note=metacaspase 2: curator_summary=Encodes a type I metacaspase. Two Arabidopsis metacaspases, AT1G02170 (MC1) and AT4G25110 (MC2)  antagonistically control programmed cell death in Arabidopsis. MC1 is a positive regulator of cell death and requires conserved caspase-like putative catalytic residues for its function. MC2 negatively regulates cell death. This function is independent of the putative catalytic residues.  A third type I Arabidopsis metacaspase is MC3 (AT5g64240).: symbol=MC2: full_name=metacaspase 2: computational_description=metacaspase 2: conf_class=1: conf_rating=*****: conf_class=2: conf_rating=****: 
g23797.t1	AT4G25090.1	within orthogroup RBH	Note=Riboflavin synthase-like superfamily protein: computational_description=Riboflavin synthase-like superfamily protein: conf_class=6: conf_rating=**: symbol=AtRbohG: curator_summary=None: 
g23798.t1	AT5G51060.1	no orthogroup BLAST	Note=NADPH/respiratory burst oxidase protein D: curator_summary=RHD2 (along with RHD3 and RHD4) is required for normal root hair elongation. Has NADPH oxidase activity. Gene is expressed in the elongation and differention zone in trichoblasts and elongating root hairs. RDH2 is localized to the growing tips of root hair cells. It is required for the production of reactive oxygen species in response to extracellular ATP stimulus. The increase in ROS production stimulates Ca2+ influx.: symbol=RHD2: full_name=ROOT HAIR DEFECTIVE 2: computational_description=NADPH/respiratory burst oxidase protein D: conf_class=1: conf_rating=*****: 
g23799.t1	AT5G51020.1	no orthogroup BLAST	Note=crumpled leaf: curator_summary=Encodes CRL (CRUMPLED LEAF), a protein localized in the outer envelope membrane of plastids.  Mutation in this gene affects the pattern of cell division, cell differentiation and plastid division.: symbol=CRL: full_name=CRUMPLED LEAF: computational_description=crumpled leaf: conf_class=2: conf_rating=****: 
g23800.t1	AT4G25080.6	1-2-1 orthogroup	full_name=magnesium-protoporphyrin IX methyltransferase: Note=None: curator_summary=Encodes a protein with methyltransferase activity responsible for the methylation of magnesium protoporphyrin IX. Mutants defective in this gene are affected in chlorophyll biosynthesis and show a reduction in the accumulation of a number of major thylakoid-associated proteins including components of PSI (LHCI), PSII (LHCII, D1, CP43) and the cytochrome b6f complex (Cytf). By contrast, no significant changes were detected for the proteins of the stroma and the chloroplast envelope.: conf_class=2: symbol=None: computational_description=magnesium-protoporphyrin IX methyltransferase: conf_rating=****: 
g23801.t1	AT4G25070.2	1-2-1 orthogroup	Note=None: conf_class=1: computational_description=caldesmon-like protein: conf_rating=*****: symbol=None: curator_summary=None: conf_class=3: conf_rating=****: 
g23802.t1	AT4G25050.2	1-2-1 orthogroup	Note=acyl carrier protein 4: curator_summary=encodes an acyl carrier protein predominantly expressed in leaves. Gene expression is upregulated by light.: symbol=ACP4: full_name=acyl carrier protein 4: computational_description=acyl carrier protein 4: conf_class=2: conf_rating=****: conf_class=4: conf_rating=***: 
g23803.t1	AT4G25040.1	no orthogroup BLAST	Note=Uncharacterised protein family (UPF0497): computational_description=Uncharacterized protein family (UPF0497): conf_class=2: conf_rating=****: symbol=CASPL1F1: curator_summary=None: 
g23804.t1	AT4G25030.1	no orthogroup BLAST	Note=None: computational_description=Serine/Threonine-kinase: conf_class=2: conf_rating=****: symbol=AtNHR2B: curator_summary=Plastid localized protein of unknown function. Mutants are more susceptible to P. syringae and produce less callose upon infection.: 
g23805.t1	AT4G25010.1	within orthogroup BLAST	Note=Nodulin MtN3 family protein: curator_summary=Encodes a member of the SWEET sucrose efflux transporter family proteins. Together with SWEET13, it is likely involved in modulating the GA response and is required  for  proper development of anthers, seeds and seedlings.: symbol=SWEET14: computational_description=Nodulin MtN3 family protein: conf_class=2: conf_rating=****: 
g23806.t1	AT4G24990.2	1-2-1 orthogroup	Note=Ubiquitin family protein: curator_summary=geranylgeranylated protein ATGP4: symbol=ATGP4: computational_description=Ubiquitin family protein: conf_class=1: conf_rating=*****: 
g23807.t1	AT4G24972.1	1-2-1 orthogroup	Note=tapetum determinant 1: curator_summary=Encodes a novel small protein which is similar to proteins of unknown function from other plant species. TPD1 is involved in cell specification during anther and pollen development. Identified in a screen for male steriles. Mutants lack tapetal cells and have an increased number of microsporocytes. Expressed in flower buds, leaves and young seedlings. In anthers, TPD1 is expressed throughout pollen development in parietal cells and sporocytes. Physically interacts with the LRR kinase EMS1 and that interaction results in phosphorylation of TPD1.: symbol=TPD1: full_name=TAPETUM DETERMINANT 1: computational_description=tapetum determinant 1: conf_class=1: conf_rating=*****: 
g23808.t1	AT4G24970.1	1-2-1 orthogroup	Note=Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein: computational_description=Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein: conf_class=2: conf_rating=****: symbol=AtMORC7: curator_summary=MORC7 is a member of a family of  GHKL ATPases. It is localized in the nuceloplasm and adjacent to chromocenters. Along with MORC4, it appears to repress the expression of genes involved in defense against pathogens.: 
g23809.t1	AT4G24960.1	no orthogroup RBH	Note=HVA22 homologue D: curator_summary=Homologous to a eukaryote specific ABA- and stress-inducible gene first isolated from barley. Groups in one subfamily with ATHVA22E. Along with other members of the ATHVA22 family, it may be involved in regulation of autophagy during development. The mRNA is cell-to-cell mobile.: symbol=HVA22D: full_name=HVA22 homologue D: computational_description=HVA22 homologue D: conf_class=2: conf_rating=****: conf_class=6: conf_rating=**: 
g23810.t1	AT4G24940.1	within orthogroup RBH	Note=SUMO-activating enzyme 1A: curator_summary=Encodes one of the two subunits of the SUMO activation enzyme required during sumolation.  Sumolation is a post-translational protein modification process similar to ubiquitination during which a polypeptide (SUMO) is covalently attached to a target protein.: symbol=SAE1A: full_name=SUMO-activating enzyme 1A: computational_description=SUMO-activating enzyme 1A: conf_class=2: conf_rating=****: 
g23811.t1	AT4G24930.1	1-2-1 orthogroup	Note=thylakoid lumenal 17.9 kDa protein, chloroplast: conf_class=3: computational_description=thylakoid lumenal 17.9 kDa protein, chloroplast: conf_rating=****: symbol=None: curator_summary=None: 
g23812.t1	AT5G49190.1	no orthogroup BLAST	Note=sucrose synthase 2: curator_summary=Encodes a sucrose synthase (SUS2). The activity of the enzyme could not be assayed as proved to be insoluble (PMID 17257168). However, analyses of an sus2 mutant revealed a deficiency in sucrose synthase activity 12 and 15 days after flowering. There are some reports that SUS2 transcript levels are increased in leaves specifically by O(2) deficiency whereas other reports indicate that SUS2 is expressed only in seeds. Immulocalization shows that SUS2 is present in the cytosol of developing seeds, but, it also associated with plastids, though not located within them.: full_name=sucrose synthase 2: computational_description=sucrose synthase 2: conf_rating=****: symbol=SUS2: 
g23813.t1	AT4G24900.1	no orthogroup BLAST	Note=None: curator_summary=Encodes a nuclear C2H2 domain-containing protein involved in embryo and endosperm development. Involved in brassinosteroid (BR)-mediated plant growth  and catalyses the synthesis of S-allantoin, together with B1L participates in modulating plant growth and cold tolerance.: symbol=TTL: full_name=TITAN-like: computational_description=coiled coil protein: conf_class=2: conf_rating=****: 
g23814.t1	AT4G24890.1	within orthogroup RBH	Note=purple acid phosphatase 24: symbol=PAP24: full_name=purple acid phosphatase 24: computational_description=purple acid phosphatase 24: conf_class=3: conf_rating=****: curator_summary=None: 
g23815.t1	AT4G24840.1	no orthogroup BLAST	Note=None: computational_description=oligomeric golgi complex subunit-like protein: conf_class=3: conf_rating=****: symbol=COG2: curator_summary=None: 
g23816.t1	AT4G24830.1	1-2-1 orthogroup	Note=arginosuccinate synthase family: conf_class=2: computational_description=arginosuccinate synthase family: conf_rating=****: symbol=None: curator_summary=None: 
g23817.t1	AT4G24820.1	1-2-1 orthogroup	Note=26S proteasome, regulatory subunit Rpn7: conf_class=1: computational_description=26S proteasome regulatory subunit Rpn7: conf_rating=*****: symbol=None: curator_summary=None: conf_class=6: conf_rating=**: 
g23818.t1	AT4G24810.2	within orthogroup RBH	Note=Protein kinase superfamily protein: curator_summary=similar to ABC1 family protein, contains InterPro domain ABC1 protein (InterPro:IPR004147): conf_class=2: computational_description=Protein kinase superfamily protein: conf_rating=****: symbol=None: conf_class=4: conf_rating=***: 
g23819.t1	AT4G24805.1	1-2-1 orthogroup	Note=S-adenosyl-L-methionine-dependent methyltransferases superfamily protein: conf_class=1: computational_description=S-adenosyl-L-methionine-dependent methyltransferases superfamily protein: conf_rating=*****: symbol=None: curator_summary=None: 
g23820.t1	AT4G24780.1	within orthogroup BLAST	Note=Pectin lyase-like superfamily protein: computational_description=Pectin lyase-like superfamily protein: conf_class=2: conf_rating=****: symbol=PLL19: curator_summary=Encodes a pectate lyase involved in response to nematodes.: conf_class=4: conf_rating=***: 
g23821.t1	AT5G50250.1	no orthogroup RBH	Note=chloroplast RNA-binding protein 31B: curator_summary=Encodes a RNA binding protein.  A substrate of the type III effector HopU1 (mono-ADP-ribosyltransferase).  Supports editing of specific CP31A-dependent sites.: symbol=CP31B: full_name=chloroplast RNA-binding protein 31B: computational_description=chloroplast RNA-binding protein 31B: conf_class=2: conf_rating=****: 
g23822.t1	AT4G24760.1	1-2-1 orthogroup	Note=alpha/beta-Hydrolases superfamily protein: conf_class=2: computational_description=alpha/beta-Hydrolases superfamily protein: conf_rating=****: symbol=None: curator_summary=None: 
g23823.t1	AT4G24690.1	1-2-1 orthogroup	Note=ubiquitin-associated (UBA)/TS-N domain-containing protein / octicosapeptide/Phox/Bemp1 (PB1) domain-containing protein: curator_summary=Encodes NBR1, a selective autophagy substrate. The mRNA is cell-to-cell mobile.: symbol=NBR1: full_name=next to BRCA1 gene 1: computational_description=ubiquitin-associated (UBA)/TS-N domain-containing protein / octicosapeptide/Phox/Bemp1 (PB1) domain-containing protein: conf_class=2: conf_rating=****: 
g23824.t1	AT4G24630.1	1-2-1 orthogroup	Note=DHHC-type zinc finger family protein: conf_class=2: computational_description=DHHC-type zinc finger family protein: conf_rating=****: symbol=None: curator_summary=None: 
g23825.t1	AT1G60790.1	no orthogroup BLAST	Note=Plant protein of unknown function (DUF828): curator_summary=Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).: symbol=TBL2: full_name=TRICHOME BIREFRINGENCE-LIKE 2: computational_description=trichome birefringence-like protein (DUF828): conf_class=2: conf_rating=****: 
g23826.t1	AT4G24610.2	1-2-1 orthogroup	Note=None: conf_class=4: computational_description=pesticidal crystal cry8Ba protein: conf_rating=***: symbol=None: curator_summary=None: conf_class=5: 
g23827.t1	AT4G24590.4	within orthogroup BLAST	Note=None: conf_class=1: computational_description=RING finger protein: conf_rating=*****: symbol=None: curator_summary=: 
g23828.t1	AT4G24580.1	1-2-1 orthogroup	Note=Rho GTPase activation protein (RhoGAP) with PH domain: curator_summary=Encodes a Rho GTPase-activating protein that interacts with ROP1 (a Rho GTPase) and regulates pollen tube development. This protein can be observed at the apical tip of growing pollen tubes and on endocytic vesicles traveling to this region of the pollen tube.: symbol=REN1: full_name=ROP1 ENHANCER 1: computational_description=Rho GTPase activation protein (RhoGAP) with PH domain-containing protein: conf_class=6: conf_rating=**: 
g23829.t1	AT4G24560.1	1-2-1 orthogroup	Note=ubiquitin-specific protease 16: curator_summary=Encodes a ubiquitin-specific protease. There is no evidence for a phenotype in ubp16-1 mutants, however, double mutant analysis with ubp15 mutants reveals a role for UBP16 in plant development and cell proliferation.: symbol=UBP16: full_name=ubiquitin-specific protease 16: computational_description=ubiquitin-specific protease 16: conf_class=2: conf_rating=****: 
g23830.t1	AT4G24550.2	1-2-1 orthogroup	Note=Clathrin adaptor complexes medium subunit family protein: computational_description=Clathrin adaptor complexes medium subunit family protein: conf_class=2: conf_rating=****: symbol=AP4M: curator_summary=Encodes a component of the AP4 complex and is involved in vacuolar sorting of storage proteins.: 
g23831.t1	AT4G24540.1	1-2-1 orthogroup	Note=AGAMOUS-like 24: curator_summary=Encodes a MADS-box protein involved in flowering. Regulates the expression of SOC1 and is also upregulated by SOC1. Binds with IMK3 kinase domain. Phosphorylated by IMK3 likely to be a target for IMK3 kinase domain.: symbol=AGL24: full_name=AGAMOUS-like 24: computational_description=AGAMOUS-like 24: conf_class=3: conf_rating=****: 
